text,chapter,source
10月3日 毛泽东在宁冈古城文昌宫主持召开有部队营以上干部和宁冈县党的负责人参加的前委扩大会议(即古城会议)。会议历时两天，初步总结了湘赣边界秋收起义以来的经验教训，着重讨论了在罗霄山脉中段建立落脚点和开展游击战争的问题，认为在井冈山落脚是理想的场所，对原在井冈山的袁文才、王佐两支地方武装要进行团结和改编。,《党史百年·天天读》· 10月3日,中共中央党史和文献研究院·党史百年·天天读
10月3日凌晨 周恩来紧急约见印度驻华大使潘尼迦，就朝鲜战争问题郑重表明中国政府的立场：美国军队正企图越过三八线，扩大战争。美国军队果真如此做的话，我们不能坐视不顾，我们要管。我们主张和平解决，使朝鲜事件地方化，就是不使美军的侵略行动扩大成为世界性的事件。,《党史百年·天天读》· 10月3日,中共中央党史和文献研究院·党史百年·天天读
10月3日 习近平在印度尼西亚国会发表题为《携手建设中国—东盟命运共同体》的演讲，全面阐述中国对印尼和东盟睦邻友好政策，提出加强中印尼全面战略伙伴关系，建设更为紧密的中国—东盟命运共同体，实现共同发展、共同繁荣。,《党史百年·天天读》· 10月3日,中共中央党史和文献研究院·党史百年·天天读
1937年10月19日  毛泽东在陕北公学纪念鲁迅逝世一周年大会上作《论鲁迅》演讲。讲演指出：今天我们陕北公学主要的任务是培养抗日先锋队的任务。当着这伟大的民族自卫战争迅速地向前发展的时候，我们需要大批的积极分子来领导，需要大批的精练的先锋队来开辟道路。这种先锋分子是胸怀坦白的，忠诚的，积极的与正直的；他们是不谋私利的，唯一地为着民族与社会的解放；他们不怕困难，在困难面前总是坚定的，勇往直前；他们不是狂妄分子，不是风头主义者，而是脚踏实地富于实际精神的人们。他们在革命的道路上起着向导的作用。目前的战局只是单纯政府与军队的抗战，没有广大的人民参加，这是绝对没有最后胜利的保障的。我们现在需要造就一大批为民族解放而斗争到底的先锋队，要他们去领导群众，组织群众，来完成这历史的任务。首先全国的广大的先锋队要赶紧组织起来。我们共产党是无产阶级的先锋队，同时又是最彻底的民族解放的先锋队。我们要为完成这一任务而苦战到底。又指出：我们今天纪念鲁迅先生，首先要认识鲁迅先生，要懂得他在中国革命史中所占的地位。我们纪念他，不仅因为他的文章写得好，是一个伟大的文学家，而且因为他是一个民族解放的急先锋，给革命以很大的助力。鲁迅先生的第一个特点，是他的政治的远见。他用望远镜和显微镜观察社会，所以看得远，看得真。第二个特点，就是他的斗争精神。他看清了政治的方向，就向着一个目标奋勇地斗争下去，决不中途投降妥协。第三个特点是他的牺牲精神。他一点也不畏惧敌人对于他的威胁、利诱与残害，他一点不避锋芒地把钢刀一样的笔刺向他所憎恨的一切。鲁迅是一个彻底的现实主义者，他丝毫不妥协，他具备坚决的心。综合上述这几个特点，形成了一种伟大的“鲁迅精神”。鲁迅的一生就贯穿了这种精神。所以，他在文艺上成了一个了不起的作家，在革命队伍中是一个很优秀的很老练的先锋分子。我们纪念鲁迅，就要学习鲁迅的精神，把它带到全国各地的抗战队伍中去，为中华民族的解放而奋斗！,《党史百年·天天读》· 10月19日,中共中央党史和文献研究院·党史百年·天天读
1937年10月19日 八路军第一二九师第七六九团，夜袭代县阳明堡日军飞机场，毁伤敌机24架，歼敌100余人。为阻击西进迂回太原的日军两个师团，配合忻口作战，一二九师开进娘子关附近，先后进行长生口、七亘村、黄崖底等战斗，歼敌近千人。一一五师也在广阳镇伏击歼敌千余人。这些战斗有力地支援了忻口防卫作战。,《党史百年·天天读》· 10月19日,中共中央党史和文献研究院·党史百年·天天读
1950年10月19日，中国人民志愿军首批部队跨过鸭绿江，与朝鲜人民军共同抗击美国侵略者，开始了伟大的抗美援朝战争。,《党史百年·天天读》· 10月19日,中共中央党史和文献研究院·党史百年·天天读
毛泽东在陕北公学纪念鲁迅逝世一周年大会上作《论鲁迅》演讲。讲演指出：今天我们陕北公学主要的任务是培养抗日先锋队的任务。当着这伟大的民族自卫战争迅速地向前发展的时候，我们需要大批的积极分子来领导，需要大批的精练的先锋队来开辟道路。这种先锋分子是胸怀坦白的，忠诚的，积极的与正直的；他们是不谋私利的，唯一地为着民族与社会的解放；他们不怕困难，在困难面前总是坚定的，勇往直前；他们不是狂妄分子，不是风头主义者，而是脚踏实地富于实际精神的人们。他们在革命的道路上起着向导的作用。目前的战局只是单纯政府与军队的抗战，没有广大的人民参加，这是绝对没有最后胜利的保障的。我们现在需要造就一大批为民族解放而斗争到底的先锋队，要他们去领导群众，组织群众，来完成这历史的任务。首先全国的广大的先锋队要赶紧组织起来。我们共产党是无产阶级的先锋队，同时又是最彻底的民族解放的先锋队。我们要为完成这一任务而苦战到底。又指出：我们今天纪念鲁迅先生，首先要认识鲁迅先生，要懂得他在中国革命史中所占的地位。我们纪念他，不仅因为他的文章写得好，是一个伟大的文学家，而且因为他是一个民族解放的急先锋，给革命以很大的助力。鲁迅先生的第一个特点，是他的政治的远见。他用望远镜和显微镜观察社会，所以看得远，看得真。第二个特点，就是他的斗争精神。他看清了政治的方向，就向着一个目标奋勇地斗争下去，决不中途投降妥协。第三个特点是他的牺牲精神。他一点也不畏惧敌人对于他的威胁、利诱与残害，他一点不避锋芒地把钢刀一样的笔刺向他所憎恨的一切。鲁迅是一个彻底的现实主义者，他丝毫不妥协，他具备坚决的心。综合上述这几个特点，形成了一种伟大的“鲁迅精神”。鲁迅的一生就贯穿了这种精神。所以，他在文艺上成了一个了不起的作家，在革命队伍中是一个很优秀的很老练的先锋分子。我们纪念鲁迅，就要学习鲁迅的精神，把它带到全国各地的抗战队伍中去，为中华民族的解放而奋斗！,《党史百年·天天读》· 10月19日,中共中央党史和文献研究院·党史百年·天天读
邓小平在全国政协、中共中央统战部举行的招待各民主党派和全国工商联代表大会代表的宴会上的讲话中，阐述了新时期统一战线的性质和任务。他指出：统一战线仍然是一个重要法宝，应该加强，应该扩大。它已经发展成为全体社会主义劳动者、拥护社会主义的爱国者和拥护祖国统一的爱国者的最广泛的联盟。新时期统一战线的任务，就是要调动一切积极因素，团结一切可以团结的力量，为在本世纪内把我国建设成为现代化的社会主义强国而共同奋斗，还要为促进台湾归回祖国，完成祖国统一大业而共同努力。各民主党派和工商联，都是我国革命的爱国的统一战线的重要组成部分。在新的历史时期中，各民主党派和工商联仍然具有重要的地位和不容忽视的作用。在中国共产党的领导下，实行多党派的合作是我国具体历史条件和现实条件所决定的，也是我国政治制度中的一个特点和优点。同各民主党派实行“长期共存，互相监督”的方针是一项长期不变的方针。这篇讲话的节录以《各民主党派和工商联是为社会主义服务的政治力量》为题，收入《邓小平文选》第二卷。,《党史百年·天天读》· 10月19日,中共中央党史和文献研究院·党史百年·天天读
他指出，中国特色社会主义进入了新时代，这是我国发展新的历史方位。作出这个重大政治判断，是一项关系全局的战略考量，我们必须按照新时代的要求，完善发展战略和各项政策，推进和落实各项工作。我国社会主要矛盾的变化是关系全局的历史性变化，对党和国家工作提出了许多新要求，我们要深入贯彻新发展理念，着力解决好发展不平衡不充分问题，更好满足人民多方面日益增长的需要，更好推动人的全面发展、全体人民共同富裕。我们要紧密结合党的十九大对我国未来发展作出的战略安排，推进党和国家各项工作，特别是要保持各项战略、工作、政策、措施的连续性和前瞻性，一步接一步，连续不断朝着我们确定的目标前进。,《党史百年·天天读》· 10月19日,中共中央党史和文献研究院·党史百年·天天读
他强调，办好中国的事情，关键在党。全面从严治党不仅是党长期执政的根本要求，也是实现中华民族伟大复兴的根本保证。我们党要团结带领人民进行伟大斗争、推进伟大事业、实现伟大梦想，必须毫不动摇把党建设得更加坚强有力。全面从严治党永远在路上。在全面从严治党这个问题上，我们不能有差不多了，该松口气、歇歇脚的想法，不能有打好一仗就一劳永逸的想法，不能有初见成效就见好就收的想法。必须持之以恒、善作善成，把管党治党的螺丝拧得更紧，把全面从严治党的思路举措搞得更加科学、更加严密、更加有效，推动全面从严治党向纵深发展。各级党组织和全体党员、各级领导干部必须坚决维护党中央权威，坚决服从党中央集中统一领导，把“四个意识”落实在岗位上、落实在行动上，不折不扣执行党中央决策部署，始终在思想上政治上行动上同党中央保持高度一致。,《党史百年·天天读》· 10月19日,中共中央党史和文献研究院·党史百年·天天读
习近平在参观“铭记伟大胜利 捍卫和平正义—— 纪念中国人民志愿军抗美援朝出国作战70周年主题展览”时强调，70年前，为了保卫和平、反抗侵略，中国党和政府毅然作出抗美援朝、保家卫国的历史性决策，英雄的中国人民志愿军高举正义旗帜，同朝鲜人民和军队一道，舍生忘死、浴血奋战，赢得了抗美援朝战争伟大胜利，为世界和平和人类进步事业作出巨大贡献。抗美援朝战争的胜利，是正义的胜利、和平的胜利、人民的胜利。抗美援朝战争锻造形成的伟大抗美援朝精神，是弥足珍贵的精神财富，必将激励中国人民和中华民族克服一切艰难险阻、战胜一切强大敌人。要深入学习宣传中国人民志愿军的英雄事迹和革命精神，学好党史、新中国史、改革开放史、社会主义发展史，激励全党全军全国各族人民更加紧密地团结在党中央周围，牢记初心使命，坚定必胜信念，发扬斗争精神，增强斗争本领，为决胜全面建成小康社会、夺取新时代中国特色社会主义伟大胜利、实现中国梦强军梦不懈奋斗，为维护世界和平、推动构建人类命运共同体作出更大贡献。,《党史百年·天天读》· 10月19日,中共中央党史和文献研究院·党史百年·天天读
10月19日 八路军第一二九师第七六九团，夜袭代县阳明堡日军飞机场，毁伤敌机24架，歼敌100余人。为阻击西进迂回太原的日军两个师团，配合忻口作战，一二九师开进娘子关附近，先后进行长生口、七亘村、黄崖底等战斗，歼敌近千人。一一五师也在广阳镇伏击歼敌千余人。这些战斗有力地支援了忻口防卫作战。,《党史百年·天天读》· 10月19日,中共中央党史和文献研究院·党史百年·天天读
10月19日 中共十四届一中全会选举江泽民为中央委员会总书记，决定江泽民为中央军委主席，批准尉健行为中央纪委书记。,《党史百年·天天读》· 10月19日,中共中央党史和文献研究院·党史百年·天天读
10月19日 中共中央、国务院作出《关于进一步加强农村卫生工作的决定》。到2008年6月底，新型农村合作医疗制度覆盖到全国31个省、自治区、直辖市。,《党史百年·天天读》· 10月19日,中共中央党史和文献研究院·党史百年·天天读
2019年4月16日  习近平在重庆主持召开解决“两不愁三保障”突出问题座谈会。他在会上指出，到2020年稳定实现农村贫困人口不愁吃、不愁穿，义务教育、基本医疗、住房安全有保障，是贫困人口脱贫的基本要求和核心指标，直接关系攻坚战质量。总的看，“两不愁”基本解决了，“三保障”还存在不少薄弱环节。各地区各部门要高度重视，统一思想，抓好落实。要摸清底数，聚焦突出问题，明确时间表、路线图，加大工作力度，拿出过硬举措和办法，确保如期完成任务。 他强调，脱贫攻坚战进入决胜的关键阶段，务必一鼓作气、顽强作战，不获全胜决不收兵。,《党史百年·天天读》· 4月16日,中共中央党史和文献研究院·党史百年·天天读
1950年4月16日 人民解放军发起大规模渡海战役，千帆竞发强渡琼州海峡，同国民党海军在海上展开激战。在长期坚持海南岛武装斗争的中共领导的琼崖纵队的接应下，渡海部队顺利登陆，迅速突破敌军防线。5月1日，海南全岛解放。,《党史百年·天天读》· 4月16日,中共中央党史和文献研究院·党史百年·天天读
1950年4月16日，人民解放军发起大规模渡海战役，强渡琼州海峡。5月1日，海南全岛解放。,《党史百年·天天读》· 4月16日,中共中央党史和文献研究院·党史百年·天天读
朱德在《解放日报》发表《革命军队管理的原则》一文。文章分析了革命军队得以巩固的原因，指出：革命军队组织力量之巩固，是建立在自觉的革命纪律上，这种纪律的基础在于：全体军人对于革命、对于抗战建国事业抱有无限的忠诚与自我牺牲精神。在军内，上下一致，相互爱护，服从命令，万众一心；在军外，军民一心，绝对服从党的领导，遵守政府法令，爱护民众。此外，指挥员指挥正确，关心部下，甘苦共尝，以身作则，因而获得部下爱戴，虽挥之赴汤蹈火在所不辞。指挥员对部下的关心，首先应在政治上注意。其次，工作上关心，最后，是在物质生活上关心。文章强调：我们革命的目的既然在于建设新中国，因此，我们革命的军队就应该学会建设。这篇文章节编收入《朱德选集》。,《党史百年·天天读》· 4月16日,中共中央党史和文献研究院·党史百年·天天读
毛泽东为中共中央军委起草致总前委及有关负责人电。电报指出：和平协定最后方案已于十五日夜提交张治中代表团，今日上午黄绍竑飞南京请示。南京是否同意签字，将取决于美国政府及蒋介石的态度。如果他们愿意，则可能于二十日签字，否则谈判将破裂。你们的立脚点应放在谈判破裂，用战斗方法渡江上面，并保证于二十二日一举渡江成功。二十日，南京国民党政府拒绝在《国内和平协定(最后修正案)》上签字。当日晚，人民解放军发起渡江战役。这封电报收入《毛泽东文集》第五卷。,《党史百年·天天读》· 4月16日,中共中央党史和文献研究院·党史百年·天天读
毛泽东审阅修改政务院政治法律委员会副主任彭真关于中华人民共和国惩治贪污条例草案的说明稿。经毛泽东、刘少奇等修改的说明稿指出：三反和五反运动，是为着清洗旧社会遗留下来的污毒的一次伟大的群众运动。除了对于国家工作人员中一部分完全违法乱纪的大贪污犯和工商界中一部分完全违法的大盗窃犯以外，这种斗争仍是人民民主统一战线内部，采取群众运动和批评自我批评的方式，用《共同纲领》的原则改造社会上和国家工作人员中的坏作风的斗争。经过三反和五反运动，我国的人民民主统一战线和人民民主专政是极大地巩固了，财政和经济两方面的情况是极大地改善了，知识分子的不利于人民事业的旧思想也获得改造了，或者正在改造中。,《党史百年·天天读》· 4月16日,中共中央党史和文献研究院·党史百年·天天读
邓小平在会见罗马尼亚共产党总书记、罗马尼亚总统齐奥塞斯库时说：我们正在制定“六五”计划。我们要求计划工作要做得扎扎实实，没有水分。不然，就会造成弄虚作假的坏风气。在整个八十年代，我们要为九十年代做好准备，力争在九十年代有一个较快较好的发展速度。在谈到中苏关系时说：勃列日涅夫在塔什干的讲话，除对他骂我们的话表示拒绝外，对其他的话我们表示注意到了。我们的立场在外交部发言人的谈话里都讲了。我们重视实际行动。同时，请齐奥塞斯库见到勃列日涅夫时带话：叫他先做一两件事看看，从柬埔寨、阿富汗事情上做起也可以，从中苏边界或蒙古撤出他的军队也可以。先从一两件事做起。没有这样的行动，我们不赞成，世界上的人都不会赞成。在谈到党与党的关系时指出：每个党有权自己决定自己的问题，解决自己的问题。我们现在采取向前看的态度，过去的事一风吹。毛主席提出的农村包围城市的战略对中国这样的大国是合适的，使中国革命取得了胜利。但对一个小国，即使是一个发展中国家，就不一定合适，更不用说对发达国家了。欧洲问题欧洲人最了解，不需要别人指手画脚。人家犯了错误，让人家自己去改正。在所有问题上，意见完全一致是不存在的，即使意见完全一致，表达的方式和程度也会不同。,《党史百年·天天读》· 4月16日,中共中央党史和文献研究院·党史百年·天天读
习近平在重庆主持召开解决“两不愁三保障”突出问题座谈会。他在会上指出，到2020年稳定实现农村贫困人口不愁吃、不愁穿，义务教育、基本医疗、住房安全有保障，是贫困人口脱贫的基本要求和核心指标，直接关系攻坚战质量。总的看，“两不愁”基本解决了，“三保障”还存在不少薄弱环节。各地区各部门要高度重视，统一思想，抓好落实。要摸清底数，聚焦突出问题，明确时间表、路线图，加大工作力度，拿出过硬举措和办法，确保如期完成任务。 他强调，脱贫攻坚战进入决胜的关键阶段，务必一鼓作气、顽强作战，不获全胜决不收兵。,《党史百年·天天读》· 4月16日,中共中央党史和文献研究院·党史百年·天天读
他指出，脱贫既要看数量，更要看质量。要严把贫困退出关，严格执行退出的标准和程序，确保脱真贫、真脱贫。要把防止返贫摆在重要位置，适时组织对脱贫人口开展“回头看”。要探索建立稳定脱贫长效机制，强化产业扶贫，组织消费扶贫，加大培训力度，促进转移就业，让贫困群众有稳定的工作岗位。要做好易地扶贫搬迁后续帮扶。要加强扶贫同扶志扶智相结合，让脱贫具有可持续的内生动力。,《党史百年·天天读》· 4月16日,中共中央党史和文献研究院·党史百年·天天读
他强调，贫困县摘帽后，要继续完成剩余贫困人口脱贫任务，实现已脱贫人口的稳定脱贫。贫困县党政正职要保持稳定，做到摘帽不摘责任。脱贫攻坚主要政策要继续执行，做到摘帽不摘政策。扶贫工作队不能撤，做到摘帽不摘帮扶。要把防止返贫放在重要位置，做到摘帽不摘监管。要保持政策稳定性、连续性。,《党史百年·天天读》· 4月16日,中共中央党史和文献研究院·党史百年·天天读
4月16日 周恩来等致电中共中央，建议武汉国民政府乘蒋介石在沪宁地区立足未稳之机，迅速出兵东征讨蒋。电报指出：“为全局计，政治不宜再缓和妥协。”但是，在武汉的共产国际代表和一些共产党人对冯玉祥寄予很大希望。鲍罗廷等以为，武汉国民政府只要同冯玉祥联合讨奉，会师郑州，就可以背靠西北，打通同苏联的国际交通线，在西北建立军事基地，然后再回过头来东征讨蒋。共产国际和斯大林也赞成北伐讨奉。中共中央经过讨论，没有采纳东征讨蒋的建议，决定同武汉方面的国民党一道继续进行北伐，即第二次北伐。4月19日，武汉国民政府举行第二次北伐誓师大会。从4月下旬至5月下旬，北伐军同奉军主力激战于豫南，击败奉军。,《党史百年·天天读》· 4月16日,中共中央党史和文献研究院·党史百年·天天读
4月16日 人民解放军发起大规模渡海战役，千帆竞发强渡琼州海峡，同国民党海军在海上展开激战。在长期坚持海南岛武装斗争的中共领导的琼崖纵队的接应下，渡海部队顺利登陆，迅速突破敌军防线。5月1日，海南全岛解放。,《党史百年·天天读》· 4月16日,中共中央党史和文献研究院·党史百年·天天读
4月16日-25日 国家体改委在常州市召开城市经济体制改革座谈会。会议认为，沙市、常州、重庆等市的实践表明，搞好城市综合改革试点，对于推动整个经济体制改革具有重要意义。根据改革形势的需要，会议提出：加快城市经济体制改革试点的步伐；简政放权，搞活企业；开放市场，搞活流通；探索城市新的计划管理体制，完善市领导县的新体制，增加一批改革试点城市等项措施和建议。,《党史百年·天天读》· 4月16日,中共中央党史和文献研究院·党史百年·天天读
1987年5月11日 邓小平在会见联合国秘书长德奎利亚尔时说：我们关心的问题，一个是和平问题，一个是发展问题。解决这两个问题，联合国的作用越来越重要。中国的政策与阁下一样，是把战争与和平问题、南北的经济发展问题，以及建立国际经济新秩序的问题，作为主要任务。这就抓住了要害。发达国家的贸易保护主义，表面上看是发达国家之间达成什么样的协议，实际受害的还是发展中国家。现在大多数发展中国家提出了开放政策，中国也坚持开放政策。发展中国家不搞开放，就发展不起来。如果不懂得利用外国的资金和技术，又闭关自守，根本不可能发展。但是发展中国家的开放政策如果得不到发达国家的响应，就非常困难。西方要发展，从长远讲，如果只在它自己的那个小圈子里搞保护主义，不能解决问题，它需要新的市场。在发达国家内部已到了饱和程度的情况下，新市场在第三世界那里。在谈到解决世界热点问题时指出：解决这些问题的最大原则，是任何人不能用武力去侵略别国。,《党史百年·天天读》· 5月11日,中共中央党史和文献研究院·党史百年·天天读
1995年 5月11日-23日、6月16日-27日 江泽民先后考察了江苏、浙江、上海以及辽宁、黑龙江、吉林等省市，就如何进一步推进国有企业特别是国有大中型企业的改革和发展问题进行调查研究，并于5月22日、6月26日分别在上海、长春主持召开企业座谈会。江泽民在座谈会上指出，多年来改革和发展的经验告诉我们，任何时候都必须抓好两个大头，一是要加强农业的基础地位，一是要搞好国有大中型企业。这也是两个重点。搞好国有企业特别是大中型企业，既是关系到整个国民经济发展的重大经济问题，也是关系到社会主义制度命运的重大政治问题。在建立社会主义市场经济体制的过程中，国有经济和整个公有制经济只能搞好，只能加强，而决不能削弱；只能使它们形成新的优势，而决不能使它们失去优势。,《党史百年·天天读》· 5月11日,中共中央党史和文献研究院·党史百年·天天读
1946年5月，任弼时起草的《解放区经济建设和财政金融贸易的基本方针》手稿。,《党史百年·天天读》· 5月11日,中共中央党史和文献研究院·党史百年·天天读
邓小平在会见联合国秘书长德奎利亚尔时说：我们关心的问题，一个是和平问题，一个是发展问题。解决这两个问题，联合国的作用越来越重要。中国的政策与阁下一样，是把战争与和平问题、南北的经济发展问题，以及建立国际经济新秩序的问题，作为主要任务。这就抓住了要害。发达国家的贸易保护主义，表面上看是发达国家之间达成什么样的协议，实际受害的还是发展中国家。现在大多数发展中国家提出了开放政策，中国也坚持开放政策。发展中国家不搞开放，就发展不起来。如果不懂得利用外国的资金和技术，又闭关自守，根本不可能发展。但是发展中国家的开放政策如果得不到发达国家的响应，就非常困难。西方要发展，从长远讲，如果只在它自己的那个小圈子里搞保护主义，不能解决问题，它需要新的市场。在发达国家内部已到了饱和程度的情况下，新市场在第三世界那里。在谈到解决世界热点问题时指出：解决这些问题的最大原则，是任何人不能用武力去侵略别国。,《党史百年·天天读》· 5月11日,中共中央党史和文献研究院·党史百年·天天读
邓小平在会见伊朗总统哈梅内伊时指出：我们都是第三世界国家，应该团结起来，不要把力量消耗在相互争端上。不要自己抵消了力量，丧失了发展时机，使自己处于困难的境地。要利用目前有利的国际环境，发展自己。我还是一句话“和为贵”。中国在国际关系中也有这样或那样的问题，但在当前国际缓和的大气候下，只有不怕麻烦，通过耐心对话来解决问题。不要怕麻烦，对话没有战争那么痛快，但只能选择对话，不能选择战争。,《党史百年·天天读》· 5月11日,中共中央党史和文献研究院·党史百年·天天读
江泽民在华东六省一市经济工作座谈会上的讲话中强调，要积极、全面、正确地理解邓小平同志的重要谈话和十四大精神，防止经济过热，保持发展好势头。他指出：我们在经济工作中要抓住机遇、加快发展，同时要注意稳妥、避免损失，特别要避免大的损失。要扎扎实实、讲求效益、稳步协调地发展，力争隔几年上一个台阶。这是我们领导、组织经济建设和改革工作的一个重要指导思想。他指出：各级领导同志都要注意处理好改革与发展的关系，既要抓住发展的机遇，又要抓住改革的机遇。越是改革抓得好的，越能推动经济的顺利发展。而不抓改革、只顾上项目的，其结果必然是发展不能持久。要做到使改革促进经济的发展，经济的发展又要为改革创造良好的环境。这篇讲话以《防止经济过热，保持发展好势头》为题，收入江泽民《论社会主义市场经济》。,《党史百年·天天读》· 5月11日,中共中央党史和文献研究院·党史百年·天天读
5月11日 中央向华中局、北方局发出《关于敌进攻河南情况下的工作方针的指示》，要求河南地区组织抗日游击队和人民武装，建立抗日根据地。7月25日，中共中央发布向河南敌后进军的部署命令。根据中共中央控制中原的战略部署，冀鲁豫区派一部兵力南下，建立了豫东根据地。8月15日，彭雪枫率新四军第四师主力西进，于9月恢复了豫皖苏抗日根据地，师长彭雪枫在夏邑八里庄战斗中牺牲。9月至10月，八路军太行、太岳、晋绥等军区和陕甘宁边区先后派出部队，渡过黄河，进入豫西地区。后来在嵩山、箕山地区和陇海路新安、渑池段南北地区，开辟了河南新解放区，并成立了河南行署及军区。,《党史百年·天天读》· 5月11日,中共中央党史和文献研究院·党史百年·天天读
5月11日 中共中央发布《关于在全国工业交通系统建立政治工作机关的决定》。《决定》规定：所有工业交通部门，都要学习解放军，把思想政治工作放在第一位；各级党委必须把工业交通系统的政治机关建立起来，并逐步地建立起一套工作制度；中央，中央局，各省、自治区、直辖市党委以及其他大、中城市的党委都设置工业交通工作部；工业交通企业、事业单位，根据规模大小和任务繁简，分别设置政治部、政治处或者政治教导员、政治指导员。《决定》并指出：“这个决定的基本原则，也适用于农业、商业和国民经济的其他部门”。,《党史百年·天天读》· 5月11日,中共中央党史和文献研究院·党史百年·天天读
5月11日-23日、6月16日-27日 江泽民先后考察了江苏、浙江、上海以及辽宁、黑龙江、吉林等省市，就如何进一步推进国有企业特别是国有大中型企业的改革和发展问题进行调查研究，并于5月22日、6月26日分别在上海、长春主持召开企业座谈会。江泽民在座谈会上指出，多年来改革和发展的经验告诉我们，任何时候都必须抓好两个大头，一是要加强农业的基础地位，一是要搞好国有大中型企业。这也是两个重点。搞好国有企业特别是大中型企业，既是关系到整个国民经济发展的重大经济问题，也是关系到社会主义制度命运的重大政治问题。在建立社会主义市场经济体制的过程中，国有经济和整个公有制经济只能搞好，只能加强，而决不能削弱；只能使它们形成新的优势，而决不能使它们失去优势。,《党史百年·天天读》· 5月11日,中共中央党史和文献研究院·党史百年·天天读
5月11日-14日 胡锦涛就做好非典型肺炎防治工作和促进经济发展进行考察时强调：坚持一手抓防治非典型肺炎这件大事，一手抓经济建设这个中心不动摇，这是中央立足当前、着眼长远作出的重大战略。,《党史百年·天天读》· 5月11日,中共中央党史和文献研究院·党史百年·天天读
1942年11月16日 陈云在中共中央西北局高级干部会议上讲话，论述开展自我批评的重要性、自由主义产生的原因及克服自由主义的方法。讲话指出：我们在同一切反革命作斗争，同党内各种“左”和右的错误倾向作斗争的同时，我们还要同自己的错误作斗争，这就是自我批评。如果没有这一条，我们的党就搞不好。自我批评对于我们党来说是必不可少的。我们共产党是干事业的党，做事就不可能没有错误。为了纠正错误，就要进行自我批评。只要对缺点错误估计得客观，不夸大不缩小，就不会丧失信心。克服了缺点错误，使自己指挥更正确，工作做得更好，会使威信更高。抗战以来，对于新的知识分子干部中间存在的一些问题曾采取一种自由主义态度。原因一是由于过去搞过火打击，现在走到另一个极端；二是处在统一战线的环境；三是新知识分子成分大量增加。要克服自由主义，第一，嗅觉要灵敏，主动发现问题；第二，要尖锐一点，不能明哲保身；第三，态度要坚决，一次不行就几次；第四，要有赏有罚，赏罚分明。这篇讲话收入《陈云文选》第一卷。,《党史百年·天天读》· 11月16日,中共中央党史和文献研究院·党史百年·天天读
2020年11月16日-17日 中央全面依法治国工作会议召开。习近平讲话强调，坚定不移走中国特色社会主义法治道路，为全面建设社会主义现代化国家、实现中华民族伟大复兴的中国梦提供有力法治保障。会议总结并阐述了习近平法治思想。12月1日，中共中央印发《法治中国建设规划(2020-2025年)》。,《党史百年·天天读》· 11月16日,中共中央党史和文献研究院·党史百年·天天读
1949年11月16日，刘少奇在亚洲澳洲工会代表会议开幕式上讲话。,《党史百年·天天读》· 11月16日,中共中央党史和文献研究院·党史百年·天天读
陈云在中共中央西北局高级干部会议上讲话，论述开展自我批评的重要性、自由主义产生的原因及克服自由主义的方法。讲话指出：我们在同一切反革命作斗争，同党内各种“左”和右的错误倾向作斗争的同时，我们还要同自己的错误作斗争，这就是自我批评。如果没有这一条，我们的党就搞不好。自我批评对于我们党来说是必不可少的。我们共产党是干事业的党，做事就不可能没有错误。为了纠正错误，就要进行自我批评。只要对缺点错误估计得客观，不夸大不缩小，就不会丧失信心。克服了缺点错误，使自己指挥更正确，工作做得更好，会使威信更高。抗战以来，对于新的知识分子干部中间存在的一些问题曾采取一种自由主义态度。原因一是由于过去搞过火打击，现在走到另一个极端；二是处在统一战线的环境；三是新知识分子成分大量增加。要克服自由主义，第一，嗅觉要灵敏，主动发现问题；第二，要尖锐一点，不能明哲保身；第三，态度要坚决，一次不行就几次；第四，要有赏有罚，赏罚分明。这篇讲话收入《陈云文选》第一卷。,《党史百年·天天读》· 11月16日,中共中央党史和文献研究院·党史百年·天天读
毛泽东为中共中央军委起草致刘伯承、陈毅、邓小平并粟裕、陈士榘、张震、谭震林等电。电报就组成淮海战役总前委统筹一切指出：中原、华东两军，必须准备在现地区作战三个月至五个月(包括休整时间在内)，吃饭的人数连同俘虏在内将达八十万人左右，必须由你们会同华东局、苏北工委、中原局、豫皖苏分局，冀鲁豫区党委统筹解决。此战胜利，不但长江以北局面大定，即全国局面亦可基本上解决。望从这个观点出发统筹一切。统筹的领导，由刘、陈、邓、粟、谭五同志组成一个总前委，可能时开五人会议讨论重要问题，经常由刘、陈、邓三人为常委临机处置一切，小平同志为总前委书记。,《党史百年·天天读》· 11月16日,中共中央党史和文献研究院·党史百年·天天读
江泽民在亚太经济合作组织第八次领导人非正式会议上讲话提出，人力资源是第一资源。他指出：世间万物，人是最宝贵的。人力资源是第一资源。实现科技进步，实现经济社会发展，关键都在人。要将人力资源的潜力转化为现实发展的优势，需要采取有效的措施，创造有利于人才辈出、人尽其才的环境，特别是要注重人力资源开发，加快人力资源能力的培育。这篇讲话的一部分以《注重人力资源开发，加强人力资源能力建设》为题，收入江泽民《论社会主义市场经济》。,《党史百年·天天读》· 11月16日,中共中央党史和文献研究院·党史百年·天天读
